sentiment,headline
neutral,"German companies including ThyssenKrupp, Salzgitter, Bayer, Covestro, E.ON, HeidelbergCement, Puma, Allianz and Deutsche Telekom have called for coronavirus-related state aid to be tied to climate action, daily Handelsblatt reported."
neutral,"Berlin will decide on state support for Lufthansa once the country's largest airline applies for aid and all facts are on the table, the German Economy Minister said on Monday."
neutral,The Federal Reserve's gradual withdrawal from the U.S. Treasury market as the coronavirus pandemic eases and liquidity improves could dry up appetite for longer-dated government debt and push up long-term interest rates months from now.
neutral,"A little-known U.S.-based engineering and design firm said it plans to invest 10 billion yuan ($1.41 billion) to make sports cars with China's FAW Group under the brand of choice of late revolutionary leader Chairman Mao Zedong, Hongqi."
positive,"A majority of U.S. companies expect to stay afloat for more than six months without government assistance, according to a survey on Monday, even though the novel coronavirus outbreak has severely disrupted economic activity and hit cash flow."
neutral,Starbucks on Monday said it has entered a strategic partnership with investment firm Sequoia Capital China that will see the two companies make strategic co-investments in China's technology sector.
negative,"The shuttering of the U.S. economy due to the coronavirus pandemic is a shock of historic proportions that will likely push the national unemployment rate to 16% or higher this month and require more stimulus to ensure a strong rebound, a White House economic adviser said on Sunday."
neutral,"Amazon.com Inc  is piloting the use of video conference calls to verify the identity of merchants who wish to sell goods on its websites, in a new plan to counter fraud without in-person meetings in the pandemic, the company said on Sunday."
neutral,"The U.S. government notified lenders on Sunday that it will cap how much each bank can lend under the emergency loan program designed to keep workers on payrolls amid the coronavirus pandemic, hours ahead of the reopening of the lending program."
neutral,"Brazilian planemaker Embraer SA  has been thrust into an uncertain future with no immediate plan B, while not ruling out seeking a bailout after Boeing Co  jettisoned a $4.2 billion commercial aerospace tie-up amid the coronavirus crisis."
positive,"Volkswagen  will restart production at its Wolfsburg factory in Germany on Monday, the latest of a fleet of European carmakers to take advantage of eased coronavirus lockdown rules to resume manufacturing."
neutral,"Germany's ruling coalition is divided over whether the state should have a role in running airline Lufthansa  in return for a rescue package the company aims to finalise next week, politicians said on Sunday."
negative,"Companies across a range of industries are slashing or suspending dividends to cope with the economic fallout from the coronavirus outbreak, complicating the stock selection process for money managers eager to buttress their portfolios with a steady stream of income."
negative,"The magnitude of how damaged the energy industry is came into full view on April 20 when the benchmark price of U.S. oil futures, which had never dropped below $10 a barrel in its nearly 40-year history, plunged to a previously unthinkable minus $38 a barrel."
negative,"Daniel Duckett, owner of the Lazy Claire patisserie in Belfast, was hoping for an insurance payout of up to 100,000 pounds ($123,460.00) to cover losses during the coronavirus lockdown. Now he fears for the future as he battles for the compensation."
positive,"Mercedes-Benz maker Daimler  has seen business stabilise in China after the country ended coronavirus lockdowns, a senior manager at the German carmaker told a newspaper on Sunday."
positive,"Virgin Atlantic is still talking with the British government about a bailout package to cope with the devastating effects of the coronavirus outbreak on travel as well as focusing on private sector funding, a company spokeswoman told Reuters."
positive,"Tesla Inc  is calling some workers back to its San Francisco Bay Area vehicle-assembly plant next week, Bloomberg News reported on Saturday."
positive,"The U.S. Treasury Department said on Saturday it has released $9.5 billion in additional funds from the Payroll Support Program to U.S. air carriers, bringing to $12.4 billion the total provided to the airline sector hit hard by the coronavirus pandemic."
neutral,"Boeing Co  on Saturday pulled out of a $4.2 billion deal to buy Embraer's  commercial jets division, sparking a furious response from its jilted partner and leaving plans for a U.S.-Brazil alliance from regional jets to jumbos in tatters."
neutral,"Two proxy advisers, Glass Lewis and Institutional Shareholder Services (ISS), have recommended that shareholders of Boeing Co  vote against key board members of the planemaker to show objections to the company's handling of the 737 Max crisis."
neutral,"India plans to fast track the review of some investment proposals from neigbouring countries such as China following concerns new screening rules could hit plans of companies and investors, three sources told Reuters on Saturday."
neutral,"Shopper Lexie Mayewski is having a hard time finding frozen french fries in Washington, D.C.-area supermarkets in the wake of coronavirus-fueled stockpiling."
negative,Abu Dhabi's Etihad Airways said on Saturday it would extend its suspension of scheduled passenger flights until at least May 16 due to the coronavirus outbreak.
neutral,"President Donald Trump on Friday threatened to block federal aid for the U.S. Postal Service unless it raises shipping rates for online companies like Amazon.com, prompting criticism that the move would hurt consumers relying more than usual on packages during the coronavirus outbreak."
neutral,"With the U.S. coronavirus death toll topping 51,000 and nearly one in six workers out of a job, Georgia, Oklahoma and several other states took tentative steps at reopening businesses on Friday, despite disapproval from President Donald Trump and medical experts."
neutral,"New York Governor Andrew Cuomo on Friday pointed to research showing that strains of the novel coronavirus entered his state from Europe, not China, and said that travel bans enacted by U.S. President Donald Trump were too late to halt its spread."
neutral,"Japan Airlines Co  is discussing the possibility of securing financing totaling $2.8 billion from its lenders to cushion the financial blow of the coronavirus outbreak, public broadcaster NHK said on Saturday."
positive,"The U.S. government is considering taking equity stakes in U.S. energy companies as it seeks to help the nation's oil and gas sector amid the coronavirus outbreak, Treasury Secretary Steven Mnuchin said on Friday."
positive,"The U.S. federal government is looking at ""a whole bunch of alternatives"" to support oil and other energy companies, Treasury Secretary Steven Mnuchin said on Friday as the industry struggles with plummeting prices and demand as the coronavirus crushes economic activity."
neutral,"A key U.S. government trial of Gilead Sciences Inc's experimental coronavirus treatment may yield results as early as mid-May, according to the study's lead investigator, after doctors clamored to enroll their patients in the study."
positive,"Air France-KLM  secured 7 billion euros ($7.6 billion) in French government aid on Friday, as the airline industry struggles to survive the coronavirus crisis that has all but halted passenger traffic across much of the world."
positive,"While the coronavirus pandemic has frozen global travel and hit the travel industry hard, data from home-sharing startup Airbnb Inc shows the number of domestic bookings in China for the first half of April were up more than 200% compared with the same period in March."
negative,"German automaker Volkswagen will extend until at least May 18 a suspension on operations at its Puebla production plant in Mexico due to the ongoing coronavirus pandemic, the company said in a statement on Friday."
neutral,"U.S. Trade Representative Robert Lighthizer on Friday said he has notified Congress that the new U.S.-Mexico-Canada trade agreement will take effect on July 1, a month later than initially proposed."
positive,"Wall Street rallied on Friday, led higher by Apple and Microsoft as investors finished a turbulent week of trading and some states prepared to relax coronavirus-related lockdowns."
neutral,"The powerful United Auto Workers union on Friday criticized Las Vegas Mayor Carolyn Goodman's call to re-open casinos despite the continued risk of coronavirus, the latest labor organization to weigh in on her remarks."
negative,"A JBS SA  poultry plant in southern Brazil was hit by an outbreak of COVID-19, according to labor prosecutors, marking the first large-scale infection at a Brazilian meat plant."
negative,"Global equity benchmarks struggled on Friday as some U.S. states began reopening businesses despite the disapproval of health experts, and as the European Union put off addressing details of its new economic rescue plan."
negative,"A nationwide business shutdown and surge in U.S. government spending will nearly quadruple the federal deficit to a record $3.7 trillion this fiscal year as the country combats the coronavirus pandemic, congressional forecasters said on Friday."
negative,"Oil prices rose on Friday, bringing an end to another week of losses that featured the U.S. contract plunging to minus $40 a barrel, as global production cuts could not keep pace with the collapse in demand caused by the coronavirus pandemic."
positive,"Billionaire investor Carl Icahn said he expects to see ""good opportunities"" to buy after the historic stock market sell-off but warned there will likely be more heavy selling because the coronavirus outbreak has yet to be contained."
neutral,A historic plunge in oil prices in the wake of the COVID-19 pandemic has highlighted the risks of oil-focused exchange-traded products (ETPs).
neutral,"Some 12 workers at a Brazilian chicken plant operated by JBS SA  have contracted COVID-19, a source close to the company told Reuters on Friday on condition of anonymity."
neutral,"A French court on Friday rejected Amazon's  appeal against a ruling that restricts what it can deliver during the coronavirus crisis, handing a victory to unions that had criticised the U.S. e-commerce giant's safety measures."
negative,"The U.S. Centers for Disease Control and Prevention (CDC) on Friday reported 865,585 cases of the novel coronavirus, an increase of 37,144 from its previous count, and said the number of deaths had risen by 2,437 to 48,816."
neutral,"Spain's High Court ordered Ryanair  on Friday to reinstate 224 workers collectively dismissed from four bases in the country, saying the reasons given by the airline for seeking to close the bases did not justify such a move."
neutral,"The firm behind Madame Tussauds and Legoland parks raised 500 million euros ($540 million) via a five-year bond on Friday, paying a high yield of 7% to secure the funds it needs to tide it over while most of its venues are closed in the coronavirus pandemic."
positive,"KLM, the Dutch subsidiary of Air France KLM , will receive 2-4 billion euros (up to $4.32 billion) in emergency aid to help it through the COVID-19 crisis, Dutch Finance Minister Wopke Hoekstra said on Friday."
positive,"With the U.S. quarterly earnings season picking up steam this week, investors have caught a glimpse of how companies are weathering the coronavirus outbreak, including the strength of their balance sheets."
neutral,"German airline Lufthansa  is seeking a loan of 290 million euros ($313.08 million) loan from the Belgian government to avoid the bankruptcy of its Belgian subsidiary Brussels Airlines, Belgian broadcaster LN24 said on Friday."
neutral,"Facebook Inc  introduced a videoconferencing tool and expanded livestreaming features on Friday, capitalizing on a surge in demand for video chats during the coronavirus pandemic while taking its first steps toward a planned integration of messaging products across its apps."
neutral,"The New York Stock Exchange plans to reopen its iconic trading floor, which is shuttered due to coronavirus concerns, as soon as possible, but it has not yet set a date to do so, the NYSE and people familiar with the matter said on Friday."
neutral,Two senior U.S. House Democrats on Friday asked the U.S. Treasury and Federal Reserve to direct at least $5 billion in loans to struggling intercity bus companies because of the coronavirus pandemic.
neutral,"Veteran John Stankey will take over as AT&T  chief executive officer, the company said on Friday, as the U.S. telecommunications and media giant grapples with the impact of the coronavirus outbreak and its late entrance into the global streaming wars."
neutral,"U.S. investment banks are shrinking lending activity in Europe as the coronavirus crisis forces them to retreat home, allowing BNP Paribas and other European lenders to fill the funding gaps and grab market share, seven sources told Reuters."
neutral,"Several staffers at major retail chains, including J.C. Penney Co Inc and Saks Fifth Avenue, reported for duty at some Texas-based stores on Friday, selling merchandise ""to-go"" for orders placed online."
positive,"The French government is planning aid packages for Air France KLM  and Renault , TV station TF1 reported on Friday."
negative,"A $4.2 billion deal for Boeing  to buy the civil jetmaking arm of Brazil's Embraer  has hit a roadblock over implementation, threatening its collapse barring a last-minute breakthrough on Friday, people familiar with the talks said."
negative,"Verizon Communications Inc  withdrew its full-year revenue outlook on Friday as it lost 68,000 phone subscribers who pay a monthly bill in the first quarter amid lockdowns due to coronavirus outbreak that closed 70% of its stores."
negative,"Poland's state-owned airline PLL LOT has cancelled all passenger flights until May 15 citing the government's and European Union's air traffic and border restrictions, it said on Friday."
positive,"U.S. President Donald Trump on Friday signed a nearly $500 billon coronavirus relief bill into law to expand loans for small businesses reeling from the outbreak, as his Treasury secretary promised surveillance to stop bigger companies from accessing the funds."
negative,"New orders for key U.S.-made capital goods unexpectedly rose in March, but the gains are unlikely to be sustainable amid the novel coronavirus outbreak, which has virtually shut down the country and contributed to a collapse in crude oil prices."
neutral,Vacuum cleaner company Dyson said the British government no longer needed the ventilator it had developed from scratch to help plug a shortfall of the devices needed to treat patients with severe COVID-19 symptoms.
neutral,"Before the coronavirus outbreak shut them down, U.S. auto factories were hectic workplaces where men and women worked side by side along fast-moving assembly lines, ate in crowded break areas, and jostled in and out of gates as they changed shifts."
neutral,"All United Airlines flight attendants must wear a face covering or mask while on duty starting April 24, the airline said on Thursday, one of the first major U.S. carriers to make such a requirement."
positive,"A fifth coronavirus-response bill will soon be readied, U.S. House of Representatives Speaker Nancy Pelosi said on Friday, as she warned Republicans that it must include new aid to state and local governments."
neutral,"Atlantia  will give about 1,000 euros ($1,080) of shares to each of the 12,000 workers employed by the group's Italian companies, the motorway and airport operator said on Friday."
neutral,"Apple Inc  and Alphabet Inc's  Google on Friday updated technical details of the coronavirus contact tracing system they plan to release next month, saying new features would strengthen privacy protections and give health authorities more detailed data."
negative,Oilfield services provider Halliburton Co  said on Friday it would cease most of its operations in Venezuela after the U.S. Treasury Department imposed tight new regulations on oil and gas companies doing business in the South American nation.
negative,A standoff between the two largest nations in the European Union and Silicon Valley escalated on Friday as Apple and Google rebuffed demands by France and Germany to back their approach to using smartphone technology to trace coronavirus infections.
negative,Credit card issuer American Express Co  said on Friday it would cut spending by nearly $3 billion in 2020 after its quarterly profit sank 76% as it set aside more money to brace itself against a wave of potential delinquencies.
negative,"Lufthansa  expects it will operate 100 fewer aircraft with 10,000 fewer staff after the coronavirus crisis ends, its chief executive Carsten Spohr told employees on Friday."
neutral,"The Irish government should consider copying Australia's plan to force Facebook Inc  and Alphabet Inc's  Google to share advertising revenue with local media, Prime Minister Leo Varadkar said on Friday."
positive,Swiss food giant Nestle  reported its best quarterly sales growth in nearly five years on Friday as consumers stockpiled anything from Purina pet food to Nescafe coffee to frozen meals in preparation for coronavirus lockdowns.
positive,"An average of 750 workers of Fiat Chrysler Melfi assembly plant in southern Italy will be back to work next week to prepare the facility for the final development of the group's new hybrid cars, a union representative said on Friday."
positive,"The U.S. Small Business Admininstration will make additional coronavirus-related financial assistance available to small businesses beginning on Monday, a top Republican senator said."
neutral,The technology and healthcare sectors have tightened their grip on global stock markets since the coronavirus shock knocked world shares from February's record highs.
neutral,The U.S. Federal Reserve announced Friday that banks can now allow account holders to make an unlimited number of withdrawals and transfers from their savings accounts.
positive,"Nestle  expects a ""more vigorous"" year for acquisitions in 2020 as the packaged food giant looks to expand its business, Chief Executive Mark Schneider said on Friday."
negative,"British pub operator Greene King has furloughed more than 36,000 employees, owner CK Asset Holdings  said on Friday, as government measures to halt the spread of the coronavirus has led to the closure of all its pubs in the UK."
negative,"Ryanair  may see job losses if flights remain grounded due to coronavirus restrictions on travel beyond May, Chief Executive Michael O'Leary said on Friday."
positive,Norway's parliament voted through a new company restructuring law on Friday that could help save Norwegian Air  and many other companies from potential bankruptcy as a result of the restrictions to stem the spread of COVID-19.
positive,"Furniture brand IKEA's main retail vehicle said on Friday shoppers were returning quickly to its shopping centres after it reopened three in China last week, and one in Germany this week - its first four to open after closures due to the coronavirus."
negative,"After another disappointing EU summit, the European Central Bank finds itself in a familiar position as the leading saviour of the euro, once again being called upon to push out its boundaries while politicians bicker."
neutral,"Nestle  Chief Executive Mark Schneider warned on Friday against reading too much into the company's first-quarter results, which marked its best quarterly growth for nearly five years as customers stockpiled food to deal with coronavirus shutdowns."
neutral,"HSBC will press ahead with plans to shift capital from underperforming businesses, cut costs and strip out layers of management, despite problems caused by the coronavirus pandemic."
positive,"Singapore Telecommunications'  (Singtel) subsidiaries have secured close to $3 billion in bank credit facilities, it said on Friday."
neutral,"Facebook's  $5.7 billion investment in Reliance  promises to be the biggest headache yet for Paytm, a SoftBank-backed pioneer in India's digital payments market but which has been losing ground to rivals with deeper pockets."
neutral,"As the coronavirus crisis gripped the U.S. economy and Congress approved hundreds of billions of dollars in emergency small business loans, Utah builder Clark Ivory knew what to tell his local colleagues."
neutral,"A French court on Friday rejected a request from the CGT union that a Carrefour  hypermarket near Lille be forced to close aisles selling non-esssential products and it ordered the union to pay 1,000 euros compensation to the supermarket group."
negative,"China's retail investors take punts on everything from mainstream stocks to niche commodities and derivatives, and many were badly burned this week by exposure to U.S. oil contracts which collapsed below zero for the first time, wiping out several small accounts."
neutral,"Global oil supplies may be 6% less than expected by 2030 because of delays to investments by energy companies in response to falling crude prices due to the coronavirus crisis, data from energy analysts at Rystad showed."
neutral,"Thailand’s budget and full-service carriers are seeking soft-loans worth 25 billion baht ($770.65 million) from the government to support their businesses amid the coronavirus outbreak, an airline executive said on Friday."
positive,"Luxury brand Burberry  will pay all its staff globally even if they are unable to work due to coronavirus crisis store or site closures, adding on Friday it will not tap a government support scheme in Britain."
neutral,Investors already braced for poor first-quarter earnings from major oil and gas companies next week will focus on how executives plan to save cash and whether they will cut dividends following the collapse in oil prices.
neutral,"A French court will on Friday decide whether to back Amazon's  appeal against an order to restrict the goods it can deliver, which led it to close its warehouses in France and left many small firms struggling to ship products."
negative,Intel Corp  on Thursday forecast second-quarter earnings below Wall Street views as it cited the cost of readying a new PC chip and said it could not make a forecast for the full year because of economic uncertainty caused by the coronavirus pandemic.
positive,Two state-owned banks in South Korea said on Friday they would provide up to 1.2 trillion won ($971 million) in liquidity to support Korean Air Lines Co Ltd  as the aviation industry reels from the coronavirus crisis.
neutral,"Virgin Australia Holdings Ltd  owes A$6.9 billion  ($4.39 billion) to more than 10,000 creditors based on an initial review and will seek a three-month payment waiver from aircraft lessors, its administrators said."
negative,"Bondholders in particularly hard-hit sectors like energy, travel and leisure have another issue to watch for as companies struggle to survive the economic shutdown - getting demoted by new debt issues."
negative,"Ryanair  may have to lay off 10-20% of staff in the winter season as it will operate fewer flights due to the coronavirus crisis, Chief Executive Michael O'Leary said in a newspaper interview published on Friday."
negative,"The largest oil producer in North Dakota has halted most of its production in the U.S. state and notified some customers it would not supply crude after prices dived into negative territory this week, people familiar with the matter said."
positive,"Swatch Group's  sales at its own stores in China are up by almost a quarter during April, the watchmaker's Chief Executive Nick Hayek told Blick newspaper, but the global situation following the coronavirus outbreak remains tough."
neutral,"Several brokerages, including discount giant TD Ameritrade Corp  are restricting customers from buying new positions in certain crude oil contracts after an unprecedented sell-off that sent prices below negative-$40 on Monday."
neutral,"An array of U.S. merchants in Georgia and other states prepared on Thursday to reopen for the first time in a month under newly relaxed coronavirus restrictions, as another week of massive unemployment claims highlighted the grim economic toll of the pandemic."
positive,"The U.S. House of Representatives overwhelmingly approved a $484 billion coronavirus relief bill on Thursday, funding small businesses and hospitals and pushing the total spending response to the crisis to an unprecedented near $3 trillion."
neutral,"Facebook Inc has removed ""pseudoscience"" as an option for advertisers that want to target audiences, a category available until this week even as the world's largest social media network vowed to curb misinformation about the COVID-19 pandemic."
neutral,"A preliminary survey of New York state residents found that nearly 14% of those tested had antibodies against the novel coronavirus, suggesting that some 2.7 million may already have been infected, Governor Andrew Cuomo said on Thursday."
negative,"U.S. coronavirus deaths topped 49,000 on Thursday as the number of lives lost in April rises by an average of 2,000 a day, according to a Reuters tally."
negative,"The U.S. Centers for Disease Control and Prevention (CDC) on Thursday reported 828,441 cases of the novel coronavirus, an increase of 25,858 from its previous count, and said the number of deaths had risen by 1,804 to 46,379."
negative,"L Brands Inc  filed a legal complaint against Sycamore Partners on Thursday, after the buyout firm walked away from a $525 million deal to acquire a majority stake in the company's Victoria's Secret lingerie brand."
neutral,"Treasury Secretary Steven Mnuchin said he is considering a government lending program for U.S. oil companies looking for federal aid as they cope with a devastating plunge in prices, Bloomberg News reported on Thursday."
negative,"Boeing Co  is planning to cut 787 Dreamliner output by about half and announce job cuts in its first-quarter earnings report, Bloomberg news reported https://www.bloomberg.com/news/articles/2020-04-23/boeing-poised-to-cut-dreamliner-output-jobs-on-plunging-demand on Thursday."
neutral,"U.S. companies on Thursday began refusing government loans they were just awarded, after the Treasury Department said that publicly traded firms would have a hard time proving they really needed the coronavirus relief funds."
negative,"Hertz Global Holdings Inc  is working with debt restructuring advisers to explore options for shoring up its finances after the coronavirus pandemic killed demand for car rentals, people familiar with the matter said on Thursday."
negative,"The S&P 500 ended marginally lower on Thursday after a report that an experimental antiviral drug for the coronavirus flopped in its first randomized clinical trial, denting optimism that the pandemic's impact on the labor market was nearing an end."
neutral,"Argentina plans to issue a decree setting a higher local oil barrel price to protect the domestic industry from being further decimated by a collapse in global prices and slumping fuel demand due to the coronavirus pandemic, two industry sources told Reuters on Thursday."
neutral,"Ruth's Hospitality Group Inc, owner of the Ruth's Chris Steak House chain of restaurants, on Thursday said it would quickly repay $20 million of federal rescue loans it received to help maintain payroll through the coronavirus crisis, a program aimed at small businesses."
positive,The U.S. House of Representatives on Thursday passed a $484 billion bill to expand federal loans to small businesses impacted by the coronavirus outbreak and hospitals overwhelmed by patients suffering from COVID-19.
negative,"The head of the United Auto Workers union on Thursday said it was ""too soon and too risky"" to reopen auto plants and Michigan's economy in early May, citing insufficient scientific data and coronavirus testing to assure workplaces are safe."
neutral,"The Federal Reserve said on Thursday it will ""shortly"" announce new rules to expand access to a small business lending program beyond banks, so that a broader set of institutions can participate."
negative,"There is ""substantial doubt"" about Avianca Holdings'  ability to stay in business due to the coronavirus crisis, the Colombian airline reported on Thursday, citing the conclusion of its financial auditors."
positive,Most major stock markets edged up slightly in mixed markets on Thursday as investors weighed a rebound in oil prices and prospects for further government stimulus against stark economic data showing the toll of the coronavirus pandemic.
negative,"A Tyson Foods Inc  unit said on Thursday it will temporarily halt production at a beef facility in Pasco, Washington, adding to the meat processing plant the company has had to shutter as it tests workers for COVID-19."
positive,"Oil soared on Thursday, extending its rebound after major oil-producing nations said they would accelerate planned production cuts to combat the dramatic slump in demand due to the COVID-19 pandemic."
positive,Toyota Motor Corp  said on Thursday it expects to gradually resume North American production starting May 4 and will impose significant new safety procedures after it halted operations in March because of the coronavirus pandemic.
negative,Gap Inc  warned on Thursday it may not survive the next 12 months intact and would need to borrow more funds in the face of widespread coronavirus shutdowns that have crippled the business of clothing retailers globally.
positive,General Motors Co on Thursday won preliminary U.S. court approval of a $120 million settlement with owners who said defective ignition switches caused their vehicles to lose value.
negative,"A stunning 26.5 million Americans have sought unemployment benefits since mid-March, confirming that all the jobs gained during the longest employment boom in U.S. history have been wiped out as the novel coronavirus savages the economy."
neutral,President Donald Trump's plan to fill the U.S. emergency crude oil stockpile has become the centerpiece of his administration's strategy to shield drillers from a meltdown in energy demand - but company officials and industry groups say the program has been too slow and won't be enough to save them.
negative,"U.S. shale producers, refiners and pipeline companies are scrambling for cash and face likely restructuring as they struggle under heavy debt loads while engulfed in the worst crisis the oil industry has faced."
positive,"The Italian government will take full control of Alitalia [CAITLA.UL] in June, Industry Minister Stefano Patuanelli said on Thursday, adding the airline would have gone bust due to the coronavirus crisis otherwise."
neutral,"Apple Inc  plans to sell Mac computers with its own main processors by next year based on the chip designs currently used in its iPhones and iPads, Bloomberg reported on Thursday."
positive,"Lufthansa  aims to finalise a state aid rescue package worth up to 10 billion euros ($10.8 billion) next week after the coronavirus crisis forced it to ground almost all of its planes, people close to the matter said."
positive,"Blackstone Group Inc , the world's largest manager of alternative assets such as private equity and real estate, reported a 4% rise in first-quarter distributable earnings on Thursday, driven by a surge in management fees, even as its funds took a hit in the coronavirus-induced downturn."
negative,Sales of new U.S. single-family homes dropped by the most in more than 6-1/2 years in March and further declines are likely as the novel coronavirus outbreak batters the economy and throws millions of Americans out of work.
negative,"Ma Xinli has shut four of his clothing stores and expects to close another three by mid-June. Unsold winter stock is now hard to sell, there's no money to buy summer clothing, and rent and staff salaries still need paying."
negative,South African Airways (SAA) faces a wind-down or liquidation after specialists appointed to try to save the state-owned airline said on Thursday they had run out of funds.
positive,"Eli Lilly and Co  raised the top-end of its 2020 profit forecast on Thursday and reported better-than-expected quarterly results, as customers stocking up medicines such as diabetes drug Trulicity during the coronavirus pandemic boosted sales."
negative,"Lufthansa , which has grounded almost all its aircraft due to the coronavirus pandemic, said its operating loss increased to 1.2 billion euros ($1.3 billion) during the first three months of the year and the loss would be considerably higher in the current quarter."
negative,"In just a week, Russia has to find ways to cut a fifth of its oil output under a deal to tackle the market glut and is looking at all options, including putting wells on repair and maintenance to abandoning them entirely and even burning oil, four oil industry sources said."
negative,"Domino's Pizza Inc  on Thursday pulled its long-term forecast and said international comparable sales fell 3.2% in the first three weeks of the current quarter as stores remain shut due to the coronavirus pandemic, sending its shares down about 5%."
negative,Ziad Abdallah has watched with growing alarm as Lebanon's financial meltdown has threatened the savings he spent 25 years building up in his dollar account.
negative,Hershey Co  pulled its 2020 forecast on Thursday and warned of weak sales in certain categories as households worried about their financial futures cut spending on snacks and chocolates.
neutral,"Air France-KLM  Chief Executive Ben Smith said on Thursday he had given up his 2020 bonus, after a Dutch minister urged executive pay restraint in return for the billions of euros in government aid sought by the airline group."
positive,"Oklahoma's energy regulator said on Wednesday that oil producers could close wells without losing their leases, the first victory for struggling U.S. companies seeking relief from states after the market crash."
neutral,"The combined wealth of America's billionaires, including Amazon.com  Inc founder Jeff Bezos and Tesla Inc  chief Elon Musk, increased nearly 10% during the ongoing COVID-19 pandemic, according to a report published by the Institute for Policy Studies (IPS)."
negative,"Target Corp  said on Thursday rising costs from trying to meet the fast-changing needs of consumers during the coronavirus crisis were set to hurt its first-quarter profit and margins, even as it recorded robust online sales during March and April."
neutral,"Martin Bouygues, the boss of family-run French conglomerate Bouygues , said on Thursday that he and his brother Olivier will cut their total compensation by 25% in 2020 in the context of the current COVID-19 pandemic."
neutral,The chair of the House Judiciary Committee's antitrust panel on Thursday called for a moratorium on mergers in the next coronavirus stimulus package and a ban on deals that are not directly related to companies about to fail.
neutral,"Ryanair  must indicate the full price of the ticket when it displays offers on its website, the European Union's top court said on Thursday, although the low cost carrier said it was already doing so."
negative,"U.S. business activity plumbed new record lows in April as the novel coronavirus severely disrupted manufacturing and services industry production, pushing the economy into uncharted waters."
positive,"Jaguar Land Rover (JLR)  will restart some production in Europe from May 18, including at one of its three British car plants and its factory in Slovakia, where the new Defender vehicle is being made."
neutral,"Air France-KLM  Chief Executive Ben Smith will give up his 2020 bonus, the airline group said on Thursday as it negotiates financial aid from the French and Dutch governments."
negative,"U.S. air fares are approaching a 40% decline and still falling while ticket pricing in Europe and Asia is bottoming out, according to data (https://nam02.safelinks.protection.outlook.com/?url=https%3A%2F%2Fskytra.airbus.com%2Fpresses%2Fcovid-19-impact-on-global-air-travel-23-april&data=02%7C01%7Claurence.frost%40thomsonreuters.com%7C055642bce03940d42daa08d7e7506926%7C62ccb8646a1a4b5d8e1c397dec1a8258%7C0%7C0%7C637232205851692896&sdata=4pmLAkgTrbI3eIrGBJs3MLzdd02jRr%2B1OGrap3AfKM"
positive,"Hundreds of members of the U.S. House of Representatives will gather in Washington on Thursday to pass a $484 billion coronavirus relief bill, bringing the unprecedented total of funds approved for the crisis to nearly $3 trillion."
negative,"Middle Eastern and African governments are failing to take the action required to protect their airlines from the economic crisis caused by the new coronavirus pandemic, the International Air Transport Association (IATA) said on Thursday."
negative,German car and truck maker Daimler  reported a plunge of nearly 70% in first-quarter operating profit on Thursday due to the coronavirus pandemic and warned that the cash flow it uses to pay dividends would fall this year.
negative,South Korea's Hyundai Motor Co  said on Thursday it expects only a modest recovery in Chinese auto demand and weak sales elsewhere this year after the coronavirus pandemic caused first-quarter vehicle sales to tumble 18%.
neutral,"Often rowdy and confrontational, this year's bank shareholder meetings have so far been brief and uneventful as the annual gatherings move online amid U.S. coronavirus lockdowns."
neutral,"Chinese electric vehicle maker BYD  said on Thursday it has partnered with Toyota-owned truck maker Hino Motors  to develop electric commercial vehicles, as BYD deepens electric collaboration with Japan's top automaker."
negative,"African airlines could lose $6 billion in passenger revenue in 2020, the International Air Transport Association said on Thursday, as flight restrictions due to the novel coronavirus hit the sector on the continent."
positive,"As Toyota  prepares to nearly halve production at  Japanese factories, a regional governor said on Thursday he would offer 400 billion yen ($3.72 billion) in emergency loans for small and mid-size companies including Toyota's suppliers."
neutral,"German sportswear firm Adidas  plans a multi-billion euro bond so that it no longer needs the state-backed loan it agreed to take earlier this month to help it get through the coronavirus crisis, Manager Magazine reported on Thursday."
positive,"Renault  is in talks with the French government to secure a state-backed loan worth several billion euros by mid-May to shore up its liquidity during the coronavirus pandemic, the French carmaker said on Thursday."
positive,"Angie Bullman plans to reopen her suburban Atlanta hair salon on Friday after closing a month ago to comply with state orders. She and her co-owner husband, also a stylist, are already fully booked for the weekend."
positive,Comcast Corp's NBCUniversal said on Thursday it aims to help retailers that have been forced to shut down amid the pandemic through new ecommerce tools that will let people buy products directly from NBC's content.
neutral,"UniCredit  has appointed Jana Hecker, formerly at Deutsche Bank, as its global head of equity capital markets (ECM), Italy's biggest bank said on Thursday."
positive,"Fiat Chrysler (FCA)  aims to restart van production at its Atessa joint venture plant in central Italy at 70% of the normal rate, a union representative told Reuters on Thursday."
positive,"Italian digital services company Triboo  said on Thursday it had started selling antibody tests for Covid-19 produced by China's SOBC Outdo Biotech, as Italy draws closer to easing the lockdown measures imposed to tackle the coronavirus outbreak."
negative,French spirits maker Pernod Ricard  said on Thursday it was suspending a share buyback of up to 500 million euros ($541 million) and keeping a tight grip on costs in response to the coronavirus epidemic that cut third-quarter sales by 14.5%.
negative,"SoftBank Group Corp  founder Masayoshi Son's dream of a global tech empire is unravelling, with the coronavirus crisis compounding losses at his $100 billion Vision Fund and distress at his big bets portending more pain."
